trip_id,stop_sequence,stop_id,arrival_time,departure_time,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint,ticketing_type
3E-R06,28,B04643P,06:09:49,06:09:59,Sentraland Cengkareng,0,0,,,,0,0
3E-R06,29,B04682P,06:12:08,06:12:18,Sentraland Cengkareng,0,0,,,,0,0
3E-R07,0,B04682P,05:00:00,05:00:10,Puri Kembangan,0,0,,,,,0
3E-R07,1,B07675P,05:03:32,05:03:42,Puri Kembangan,,,,,,0,0
3E-R07,2,B08068P,05:05:36,05:05:46,Puri Kembangan,,,,,,0,0
3E-R07,3,B06990P,05:07:32,05:07:42,Puri Kembangan,0,0,,,,,0
3E-R07,4,B02193P,05:09:23,05:09:33,Puri Kembangan,0,0,,,,,0
3E-R07,5,B02526P,05:11:49,05:11:59,Puri Kembangan,0,0,,,,,0
3E-R07,6,B02194P,05:13:34,05:13:44,Puri Kembangan,0,0,,,,,0
3E-R07,7,B05317P,05:16:15,05:16:25,Puri Kembangan,0,0,,,,,0
3E-R07,8,B02900P,05:17:40,05:17:50,Puri Kembangan,0,0,,,,,0
3E-R07,9,B03009P,05:20:13,05:20:23,Puri Kembangan,0,0,,,,,0
3E-R07,10,B03073P,05:21:32,05:21:42,Puri Kembangan,0,0,,,,,0
3E-R07,11,G00704,05:23:36,05:23:46,Puri Kembangan,,,,,,0,0
3E-R07,12,B06965P,05:30:51,05:31:01,Puri Kembangan,,,,,,0,0
3E-R07,13,B02663P,05:33:48,05:33:58,Puri Kembangan,,,,,,0,0
3E-R07,14,B00598P,05:39:02,05:39:12,Puri Kembangan,0,0,,,,,0
3E-R07,15,B00943P,05:41:28,05:41:38,Puri Kembangan,0,0,,,,,0
3E-R07,16,B06751P,05:42:52,05:43:02,Puri Kembangan,0,0,,,,,0
3E-R07,17,B06050P,05:44:46,05:44:56,Puri Kembangan,0,0,,,,,0
3E-R07,18,B06051P,05:48:19,05:48:29,Puri Kembangan,0,0,,,,,0
3E-R07,19,B01287P,05:50:01,05:50:11,Puri Kembangan,0,0,,,,,0
3E-R07,20,B01118P,05:52:42,05:52:52,Puri Kembangan,0,0,,,,,0
3E-R07,21,B01896P,05:53:32,05:53:42,Puri Kembangan,0,0,,,,,0
3E-R07,22,B01528P,05:57:24,05:57:34,Puri Kembangan,0,0,,,,,0
3E-R07,23,B07899P,05:59:00,05:59:10,Puri Kembangan,,,,,,0,0
3E-R07,24,B03015P,06:00:40,06:00:50,Puri Kembangan,0,0,,,,,0
3F-L01,0,G00160,05:00:00,05:00:10,Senayan BANK DKI,0,0,,,,0,0
3F-L01,1,G00158,05:06:02,05:06:12,Senayan BANK DKI,0,0,,,,0,0
3F-L01,2,G00157,05:08:28,05:08:38,Senayan BANK DKI,0,0,,,,0,0
3F-L01,3,G00155,05:12:14,05:12:24,Senayan BANK DKI,0,0,,,,0,0
3F-L01,4,G00703,05:14:33,05:14:43,Senayan BANK DKI,0,0,,,,0,0
3F-L01,5,G00152,05:18:41,05:18:51,Senayan BANK DKI,0,0,,,,0,0
3F-L01,6,G00150,05:24:40,05:24:50,Senayan BANK DKI,0,0,,,,0,0
3F-L01,7,G00149,05:29:14,05:29:24,Senayan BANK DKI,0,0,,,,0,0
3F-L01,8,G00146,05:39:38,05:39:48,Senayan BANK DKI,,,,,,0,0
3F-L01,9,G00141,05:45:59,05:46:09,Senayan BANK DKI,0,0,,,,0,0
3F-L01,10,G00740,05:47:29,05:47:39,Senayan BANK DKI,,,,,,0,0
3F-L01,11,G00405,05:52:49,05:52:59,Senayan BANK DKI,0,0,,,,0,0
3F-L01,12,G00437,05:58:26,05:58:36,Senayan BANK DKI,0,0,,,,0,0
3F-L01,13,G00434,06:00:57,06:01:07,Senayan BANK DKI,0,0,,,,0,0
3F-L01,14,G00723,06:07:32,06:07:42,Senayan BANK DKI,0,0,,,,0,0
3F-L01,15,G00080,06:15:35,06:15:45,Senayan BANK DKI,0,0,,,,0,0
3F-L01,16,G00013,06:24:43,06:24:53,Senayan BANK DKI,0,0,,,,0,0
3F-L01,17,G00016,06:33:02,06:33:12,Kalideres,0,0,,,,0,0
3F-L01,18,G00077,06:40:04,06:40:14,Kalideres,0,0,,,,0,0
3F-L01,19,G00726,06:47:51,06:48:01,Kalideres,0,0,,,,0,0
3F-L01,20,G00433,06:54:27,06:54:37,Kalideres,0,0,,,,0,0
3F-L01,21,G00436,06:57:23,06:57:33,Kalideres,0,0,,,,0,0
3F-L01,22,G00403,07:02:51,07:03:01,Kalideres,0,0,,,,0,0
3F-L01,23,G00132,07:09:04,07:09:14,Kalideres,0,0,,,,0,0
3F-L01,24,G00142,07:15:22,07:15:32,Kalideres,,,,,,0,0
3F-L01,25,G00148,07:25:48,07:25:58,Kalideres,0,0,,,,0,0
3F-L01,26,G00151,07:30:21,07:30:31,Kalideres,0,0,,,,0,0
3F-L01,27,G00153,07:36:20,07:36:30,Kalideres,0,0,,,,0,0
3F-L01,28,G00702,07:40:28,07:40:38,Kalideres,0,0,,,,0,0
3F-L01,29,G00154,07:42:47,07:42:57,Kalideres,0,0,,,,0,0
3F-L01,30,G00156,07:46:31,07:46:41,Kalideres,0,0,,,,0,0
3F-L01,31,G00159,07:48:55,07:49:05,Kalideres,0,0,,,,0,0
3F-L01,32,G00160,07:54:45,07:54:55,Kalideres,0,0,,,,0,0
3F-L03,0,G00160,05:00:00,05:00:10,Petamburan,0,0,,,,,0
3F-L03,1,G00158,05:06:02,05:06:12,Petamburan,0,0,,,,,0
3F-L03,2,G00157,05:08:28,05:08:38,Petamburan,0,0,,,,,0
3F-L03,3,G00155,05:12:14,05:12:24,Petamburan,0,0,,,,,0
3F-L03,4,G00703,05:14:33,05:14:43,Petamburan,0,0,,,,,0
3F-L03,5,G00152,05:18:42,05:18:52,Petamburan,0,0,,,,,0
3F-L03,6,G00150,05:24:42,05:24:52,Petamburan,0,0,,,,,0
3F-L03,7,G00149,05:29:16,05:29:26,Petamburan,0,0,,,,,0
3F-L03,8,G00146,05:39:40,05:39:50,Petamburan,,,,,,0,0
3F-L03,9,G00141,05:46:02,05:46:12,Petamburan,0,0,,,,,0
3F-L03,10,G00740,05:47:32,05:47:42,Petamburan,,,,,,0,0
3F-L03,11,G00405,05:52:52,05:53:02,Petamburan,0,0,,,,,0
3F-L03,12,G00437,05:58:30,05:58:40,Petamburan,0,0,,,,,0
3F-L03,13,G00434,06:01:01,06:01:11,Petamburan,0,0,,,,,0
3F-L03,14,G00723,06:07:36,06:07:46,Petamburan,0,0,,,,,0
3F-L03,15,G00726,06:12:42,06:12:52,Kalideres,0,0,,,,,0
3F-L03,16,G00433,06:19:19,06:19:29,Kalideres,0,0,,,,,0
3F-L03,17,G00436,06:22:15,06:22:25,Kalideres,0,0,,,,,0
3F-L03,18,G00403,06:27:43,06:27:53,Kalideres,0,0,,,,,0
3F-L03,19,G00132,06:33:56,06:34:06,Kalideres,0,0,,,,,0
3F-L03,20,G00142,06:40:14,06:40:24,Kalideres,,,,,,0,0
3F-L03,21,G00148,06:50:40,06:50:50,Kalideres,0,0,,,,,0
3F-L03,22,G00151,06:55:13,06:55:23,Kalideres,0,0,,,,,0
3F-L03,23,G00153,07:01:12,07:01:22,Kalideres,0,0,,,,,0
3F-L03,24,G00702,07:05:20,07:05:30,Kalideres,0,0,,,,,0
3F-L03,25,G00154,07:07:39,07:07:49,Kalideres,0,0,,,,,0
3F-L03,26,G00156,07:11:23,07:11:33,Kalideres,0,0,,,,,0
3F-L03,27,G00159,07:13:47,07:13:57,Kalideres,0,0,,,,,0
3F-L03,28,G00160,07:19:37,07:19:47,Kalideres,0,0,,,,,0
3F-R08,0,G00758,05:00:00,05:00:10,Kalideres,,,,,,0,0
3F-R08,1,G00016,05:19:14,05:19:24,Kalideres,0,0,,,,0,0
3F-R08,2,G00077,05:26:14,05:26:24,Kalideres,0,0,,,,0,0
3F-R08,3,G00726,05:34:02,05:34:12,Kalideres,0,0,,,,0,0
3F-R08,4,G00433,05:40:40,05:40:50,Kalideres,0,0,,,,0,0
3F-R08,5,G00436,05:43:37,05:43:47,Kalideres,0,0,,,,0,0
3F-R08,6,G00403,05:49:05,05:49:15,Kalideres,0,0,,,,0,0
3F-R08,7,G00132,05:55:18,05:55:28,Kalideres,0,0,,,,0,0
3F-R08,8,G00142,06:01:36,06:01:46,Kalideres,,,,,,0,0
3F-R08,9,G00148,06:12:02,06:12:12,Kalideres,0,0,,,,0,0
3F-R08,10,G00151,06:16:35,06:16:45,Kalideres,0,0,,,,0,0
3F-R08,11,G00153,06:22:34,06:22:44,Kalideres,0,0,,,,0,0
3F-R08,12,G00702,06:26:42,06:26:52,Kalideres,0,0,,,,0,0
3F-R08,13,G00154,06:29:01,06:29:11,Kalideres,0,0,,,,0,0
3F-R08,14,G00156,06:32:45,06:32:55,Kalideres,0,0,,,,0,0
3F-R08,15,G00159,06:35:09,06:35:19,Kalideres,0,0,,,,0,0
3F-R08,16,G00160,06:40:59,06:41:09,Kalideres,0,0,,,,0,0
3H-L04,0,G00147,05:00:00,05:00:10,Kota,,,,,,0,0
3H-L04,1,G00138,05:06:12,05:06:22,Kota,0,0,,,,0,0
3H-L04,2,G00707,05:08:00,05:08:10,Kota,0,0,,,,0,0
3H-L04,3,G00130,05:11:46,05:11:56,Kota,0,0,,,,0,0
3H-L04,4,G00163,05:24:50,05:25:00,Kota,0,0,,,,0,0
3H-L04,5,G00044,05:29:58,05:30:08,Kota,0,0,,,,0,0
3H-L04,6,G00687,05:32:55,05:33:05,Kota,0,0,,,,0,0
3H-L04,7,G00053,05:35:18,05:35:28,Kota,0,0,,,,0,0
3H-L04,8,G00055,05:37:32,05:37:42,Kota,0,0,,,,0,0
3H-L04,9,G00057,05:40:18,05:40:28,Kota,0,0,,,,0,0
3H-L04,10,G00060,05:46:13,05:46:23,Kota,0,0,,,,0,0
3H-L04,11,G00064,05:47:32,05:47:42,Kota,0,0,,,,0,0
3H-L04,12,G00061,05:51:09,05:51:19,Kota,0,0,,,,0,0
3H-L04,13,G00059,05:55:51,05:56:01,St. Pesing,0,0,,,,0,0
3H-L04,14,G00054,05:58:32,05:58:42,St. Pesing,0,0,,,,0,0
3H-L04,15,G00688,06:00:54,06:01:04,St. Pesing,0,0,,,,0,0
3H-L04,16,G00051,06:03:17,06:03:27,St. Pesing,0,0,,,,0,0
3H-L04,17,G00047,06:06:15,06:06:25,St. Pesing,0,0,,,,0,0
3H-L04,18,G00166,06:15:59,06:16:09,St. Pesing,0,0,,,,0,0
3H-L04,19,G00129,06:29:05,06:29:15,St. Pesing,0,0,,,,0,0
3H-L04,20,G00705,06:32:48,06:32:58,St. Pesing,0,0,,,,0,0
3H-L04,21,G00132,06:34:35,06:34:45,St. Pesing,0,0,,,,0,0
3H-L04,22,G00144,06:40:58,06:41:08,St. Pesing,,,,,,0,0
3H-R06,0,G00147,05:00:00,05:00:10,Kota,,,,,,0,0
3H-R06,1,G00138,05:06:12,05:06:22,Kota,0,0,,,,0,0
3H-R06,2,G00707,05:08:00,05:08:10,Kota,0,0,,,,0,0
3H-R06,3,G00130,05:11:46,05:11:56,Kota,0,0,,,,0,0
3H-R06,4,G00163,05:24:51,05:25:01,Kota,0,0,,,,0,0
3H-R06,5,G00044,05:29:59,05:30:09,Kota,0,0,,,,0,0
3H-R06,6,G00687,05:32:56,05:33:06,Kota,0,0,,,,0,0
3H-R06,7,G00053,05:35:20,05:35:30,Kota,0,0,,,,0,0
3H-R06,8,G00055,05:37:34,05:37:44,Kota,0,0,,,,0,0
3H-R06,9,G00057,05:40:20,05:40:30,Kota,0,0,,,,0,0
3H-R06,10,G00060,05:46:15,05:46:25,Kota,0,0,,,,0,0
3H-R06,11,G00064,05:47:34,05:47:44,Kota,0,0,,,,0,0
3H-R06,12,G00061,05:51:12,05:51:22,Kota,0,0,,,,0,0
3H-R07,0,G00061,05:00:00,05:00:10,Damai,0,0,,,,0,0
3H-R07,1,G00059,05:04:43,05:04:53,Damai,0,0,,,,0,0
3H-R07,2,G00054,05:07:23,05:07:33,Damai,0,0,,,,0,0
3H-R07,3,G00688,05:09:43,05:09:53,Damai,0,0,,,,0,0
3H-R07,4,G00051,05:12:08,05:12:18,Damai,0,0,,,,0,0
3H-R07,5,G00047,05:15:06,05:15:16,Damai,0,0,,,,0,0
3H-R07,6,G00166,05:24:50,05:25:00,Damai,0,0,,,,0,0
3H-R07,7,G00128,05:37:53,05:38:03,Damai,0,0,,,,0,0
3H-R07,8,G00705,05:41:39,05:41:49,Damai,0,0,,,,0,0
3H-R07,9,G00132,05:43:26,05:43:36,Damai,0,0,,,,0,0
3H-R07,10,G00144,05:49:51,05:50:01,Damai,,,,,,0,0
3H-R08,0,G00147,05:00:00,05:00:10,Kota,,,,,,0,0
3H-R08,1,G00138,05:06:12,05:06:22,Kota,0,0,,,,0,0
3H-R08,2,G00707,05:08:00,05:08:10,Kota,0,0,,,,0,0
3H-R08,3,G00130,05:11:46,05:11:56,Kota,0,0,,,,0,0
3H-R08,4,G00163,05:24:51,05:25:01,Kota,0,0,,,,0,0
3H-R08,5,G00044,05:29:59,05:30:09,Kota,0,0,,,,0,0
3H-R08,6,G00687,05:32:56,05:33:06,Kota,0,0,,,,0,0
3H-R08,7,G00053,05:35:20,05:35:30,Kota,0,0,,,,0,0
3H-R08,8,G00055,05:37:34,05:37:44,Kota,0,0,,,,0,0
3H-R08,9,G00057,05:40:20,05:40:30,Kota,0,0,,,,0,0
3H-R08,10,G00060,05:46:15,05:46:25,Kota,0,0,,,,0,0
3H-R08,11,G00064,05:47:34,05:47:44,Kota,0,0,,,,0,0
3H-R08,12,G00061,05:51:12,05:51:22,Kota,0,0,,,,0,0
3H-R09,0,G00061,05:00:00,05:00:10,Damai,0,0,,,,0,0
3H-R09,1,G00059,05:04:43,05:04:53,Damai,0,0,,,,0,0
3H-R09,2,G00054,05:07:23,05:07:33,Damai,0,0,,,,0,0
3H-R09,3,G00688,05:09:43,05:09:53,Damai,0,0,,,,0,0
3H-R09,4,G00051,05:12:08,05:12:18,Damai,0,0,,,,0,0
3H-R09,5,G00047,05:15:06,05:15:16,Damai,0,0,,,,0,0
3H-R09,6,G00166,05:24:50,05:25:00,Damai,0,0,,,,0,0
3H-R09,7,G00128,05:37:53,05:38:03,Damai,0,0,,,,0,0
3H-R09,8,G00705,05:41:39,05:41:49,Damai,0,0,,,,0,0
3H-R09,9,G00132,05:43:26,05:43:36,Damai,0,0,,,,0,0
3H-R09,10,G00144,05:49:51,05:50:01,Damai,,,,,,0,0
3-L02,0,G00161,05:00:00,05:00:10,Petojo,0,0,,,,,0
3-L02,1,G00158,05:06:02,05:06:12,Petojo,0,0,,,,,0
3-L02,2,G00157,05:08:28,05:08:38,Petojo,0,0,,,,,0
3-L02,3,G00155,05:12:14,05:12:24,Petojo,0,0,,,,,0
3-L02,4,G00703,05:14:33,05:14:43,Petojo,0,0,,,,,0
3-L02,5,G00152,05:18:41,05:18:51,Petojo,0,0,,,,,0
3-L02,6,G00150,05:24:40,05:24:50,Petojo,0,0,,,,,0
3-L02,7,G00149,05:29:15,05:29:25,Petojo,0,0,,,,,0
3-L02,8,G00146,05:39:39,05:39:49,Petojo,,,,,,0,0
3-L02,9,G00138,05:45:55,05:46:05,Petojo,0,0,,,,,0
3-L02,10,G00708,05:47:46,05:47:56,Petojo,0,0,,,,,0
3-L02,11,G00131,05:51:32,05:51:42,Petojo,0,0,,,,,0
3-L02,12,G00163,06:04:37,06:04:47,Petojo,0,0,,,,,0
3-L02,13,G00166,06:14:32,06:14:42,Kalideres,0,0,,,,,0
3-L02,14,G00128,06:27:35,06:27:45,Kalideres,0,0,,,,,0
3-L02,15,G00706,06:31:24,06:31:34,Kalideres,0,0,,,,,0
3-L02,16,G00132,06:33:08,06:33:18,Kalideres,0,0,,,,,0
3-L02,17,G00142,06:39:26,06:39:36,Kalideres,,,,,,0,0
3-L02,18,G00148,06:49:52,06:50:02,Kalideres,0,0,,,,,0
3-L02,19,G00151,06:54:25,06:54:35,Kalideres,0,0,,,,,0
3-L02,20,G00153,07:00:24,07:00:34,Kalideres,0,0,,,,,0
3-L02,21,G00702,07:04:32,07:04:42,Kalideres,0,0,,,,,0
3-L02,22,G00154,07:06:51,07:07:01,Kalideres,0,0,,,,,0
3-L02,23,G00159,07:12:50,07:13:00,Kalideres,0,0,,,,,0
3-L02,24,G00161,07:18:38,07:18:48,Kalideres,0,0,,,,,0
3-L04,0,G00161,05:00:00,05:00:10,Monumen Nasional,0,0,,,,,0
3-L04,1,G00158,05:06:02,05:06:12,Monumen Nasional,0,0,,,,,0
3-L04,2,G00157,05:08:28,05:08:38,Monumen Nasional,0,0,,,,,0
3-L04,3,G00155,05:12:14,05:12:24,Monumen Nasional,0,0,,,,,0
3-L04,4,G00703,05:14:33,05:14:43,Monumen Nasional,0,0,,,,,0
3-L04,5,G00152,05:18:41,05:18:51,Monumen Nasional,0,0,,,,,0
3-L04,6,G00150,05:24:40,05:24:50,Monumen Nasional,0,0,,,,,0
3-L04,7,G00149,05:29:15,05:29:25,Monumen Nasional,0,0,,,,,0
3-L04,8,G00146,05:39:39,05:39:49,Monumen Nasional,,,,,,0,0
3-L04,9,G00138,05:45:55,05:46:05,Monumen Nasional,0,0,,,,,0
3-L04,10,G00708,05:47:46,05:47:56,Monumen Nasional,0,0,,,,,0
3-L04,11,G00131,05:51:32,05:51:42,Monumen Nasional,0,0,,,,,0
3-L04,12,G00163,06:04:37,06:04:47,Monumen Nasional,0,0,,,,,0
3-L04,13,G00750,06:15:27,06:15:37,Monumen Nasional,,,,,,0,0
3-L04,14,G00752,06:20:39,06:20:49,Kalideres,,,,,,0,0
3-L04,15,G00166,06:27:56,06:28:06,Kalideres,0,0,,,,,0
3-L04,16,G00128,06:40:59,06:41:09,Kalideres,0,0,,,,,0
3-L04,17,G00706,06:44:48,06:44:58,Kalideres,0,0,,,,,0
3-L04,18,G00132,06:46:32,06:46:42,Kalideres,0,0,,,,,0
3-L04,19,G00142,06:52:50,06:53:00,Kalideres,,,,,,0,0
3-L04,20,G00148,07:03:16,07:03:26,Kalideres,0,0,,,,,0
3-L04,21,G00151,07:07:49,07:07:59,Kalideres,0,0,,,,,0
3-L04,22,G00153,07:13:48,07:13:58,Kalideres,0,0,,,,,0
3-L04,23,G00702,07:17:56,07:18:06,Kalideres,0,0,,,,,0
3-L04,24,G00154,07:20:15,07:20:25,Kalideres,0,0,,,,,0
3-L04,25,G00159,07:26:14,07:26:24,Kalideres,0,0,,,,,0
3-L04,26,G00161,07:32:02,07:32:12,Kalideres,0,0,,,,,0
3-L05,0,G00161,05:00:00,05:00:10,Roxy,0,0,,,,,0
3-L05,1,G00158,05:06:02,05:06:12,Roxy,0,0,,,,,0
3-L05,2,G00157,05:08:28,05:08:38,Roxy,0,0,,,,,0
3-L05,3,G00155,05:12:14,05:12:24,Roxy,0,0,,,,,0
3-L05,4,G00703,05:14:33,05:14:43,Roxy,0,0,,,,,0
3-L05,5,G00152,05:18:41,05:18:51,Roxy,0,0,,,,,0
3-L05,6,G00150,05:24:40,05:24:50,Roxy,0,0,,,,,0
3-L05,7,G00149,05:29:15,05:29:25,Roxy,0,0,,,,,0
3-L05,8,G00146,05:39:39,05:39:49,Roxy,,,,,,0,0
3-L05,9,G00138,05:45:55,05:46:05,Roxy,0,0,,,,,0
3-L05,10,G00708,05:47:46,05:47:56,Roxy,0,0,,,,,0
3-L05,11,G00131,05:51:32,05:51:42,Roxy,0,0,,,,,0
3-L05,12,G00128,05:56:27,05:56:37,Kalideres,0,0,,,,,0
3-L05,13,G00706,06:00:16,06:00:26,Kalideres,0,0,,,,,0
3-L05,14,G00132,06:02:00,06:02:10,Kalideres,0,0,,,,,0
3-L05,15,G00142,06:08:18,06:08:28,Kalideres,,,,,,0,0
3-L05,16,G00148,06:18:44,06:18:54,Kalideres,0,0,,,,,0
3-L05,17,G00151,06:23:17,06:23:27,Kalideres,0,0,,,,,0
3-L05,18,G00153,06:29:16,06:29:26,Kalideres,0,0,,,,,0
3-L05,19,G00702,06:33:24,06:33:34,Kalideres,0,0,,,,,0
3-L05,20,G00154,06:35:43,06:35:53,Kalideres,0,0,,,,,0
3-L05,21,G00159,06:41:42,06:41:52,Kalideres,0,0,,,,,0
3-L05,22,G00161,06:47:30,06:47:40,Kalideres,0,0,,,,,0
3-L06,0,G00161,05:00:00,05:00:10,Juanda,0,0,,,,,0
3-L06,1,G00158,05:06:02,05:06:12,Juanda,0,0,,,,,0
3-L06,2,G00157,05:08:28,05:08:38,Juanda,0,0,,,,,0
3-L06,3,G00155,05:12:14,05:12:24,Juanda,0,0,,,,,0
3-L06,4,G00703,05:14:33,05:14:43,Juanda,0,0,,,,,0
3-L06,5,G00152,05:18:41,05:18:51,Juanda,0,0,,,,,0
3-L06,6,G00150,05:24:40,05:24:50,Juanda,0,0,,,,,0
3-L06,7,G00149,05:29:15,05:29:25,Juanda,0,0,,,,,0
3-L06,8,G00146,05:39:39,05:39:49,Juanda,,,,,,0,0
3-L06,9,G00138,05:45:55,05:46:05,Juanda,0,0,,,,,0
3-L06,10,G00708,05:47:46,05:47:56,Juanda,0,0,,,,,0
3-L06,11,G00131,05:51:32,05:51:42,Juanda,0,0,,,,,0
3-L06,12,G00163,06:04:37,06:04:47,Juanda,0,0,,,,,0
3-L06,13,G00121,06:11:05,06:11:15,Juanda,0,0,,,,,0
3-L06,14,G00117,06:12:38,06:12:48,Juanda,0,0,,,,,0
3-L06,15,G00118,06:13:49,06:13:59,Kalideres,0,0,,,,,0
3-L06,16,G00122,06:15:26,06:15:36,Kalideres,0,0,,,,,0
3-L06,17,G00166,06:21:45,06:21:55,Kalideres,0,0,,,,,0
3-L06,18,G00128,06:34:48,06:34:58,Kalideres,0,0,,,,,0
3-L06,19,G00706,06:38:37,06:38:47,Kalideres,0,0,,,,,0
3-L06,20,G00132,06:40:21,06:40:31,Kalideres,0,0,,,,,0
3-L06,21,G00142,06:46:39,06:46:49,Kalideres,,,,,,0,0
3-L06,22,G00148,06:57:05,06:57:15,Kalideres,0,0,,,,,0
3-L06,23,G00151,07:01:38,07:01:48,Kalideres,0,0,,,,,0
3-L06,24,G00153,07:07:37,07:07:47,Kalideres,0,0,,,,,0
3-L06,25,G00702,07:11:45,07:11:55,Kalideres,0,0,,,,,0
3-L06,26,G00154,07:14:04,07:14:14,Kalideres,0,0,,,,,0
3-L06,27,G00159,07:20:03,07:20:13,Kalideres,0,0,,,,,0
3-L06,28,G00161,07:25:51,07:26:01,Kalideres,0,0,,,,,0
3-L07,0,G00752,05:00:00,05:00:10,Rawa Buaya,,,,,,0,0
3-L07,1,G00166,05:07:17,05:07:27,Rawa Buaya,0,0,,,,,0
3-L07,2,G00128,05:20:20,05:20:30,Rawa Buaya,0,0,,,,,0
3-L07,3,G00706,05:24:09,05:24:19,Rawa Buaya,0,0,,,,,0
3-L07,4,G00132,05:25:53,05:26:03,Rawa Buaya,0,0,,,,,0
3-L07,5,G00142,05:32:11,05:32:21,Rawa Buaya,,,,,,0,0
3-L07,6,G00148,05:42:37,05:42:47,Rawa Buaya,0,0,,,,,0
3-L07,7,G00151,05:47:10,05:47:20,Rawa Buaya,0,0,,,,,0
3-L07,8,G00153,05:53:09,05:53:19,Rawa Buaya,0,0,,,,,0
3-L07,9,G00702,05:57:17,05:57:27,Rawa Buaya,0,0,,,,,0
3-L07,10,G00154,05:59:36,05:59:46,Rawa Buaya,0,0,,,,,0
3-L07,11,G00155,06:05:24,06:05:34,Monumen Nasional,0,0,,,,,0
3-L07,12,G00703,06:07:45,06:07:55,Monumen Nasional,0,0,,,,,0
3-L07,13,G00152,06:11:55,06:12:05,Monumen Nasional,0,0,,,,,0
3-L07,14,G00150,06:17:55,06:18:05,Monumen Nasional,0,0,,,,,0
3-L07,15,G00149,06:22:31,06:22:41,Monumen Nasional,0,0,,,,,0
3-L07,16,G00146,06:32:55,06:33:05,Monumen Nasional,,,,,,0,0
3-L07,17,G00138,06:39:11,06:39:21,Monumen Nasional,0,0,,,,,0
3-L07,18,G00708,06:41:02,06:41:12,Monumen Nasional,0,0,,,,,0
3-L07,19,G00131,06:44:49,06:44:59,Monumen Nasional,0,0,,,,,0
3-L07,20,G00163,06:57:51,06:58:01,Monumen Nasional,0,0,,,,,0
3-L07,21,G00750,07:08:40,07:08:50,Monumen Nasional,,,,,,0,0
3-L08,0,G00752,05:00:00,05:00:10,Damai,,,,,,0,0
3-L08,1,G00166,05:07:17,05:07:27,Damai,0,0,,,,0,0
3-L08,2,G00128,05:20:20,05:20:30,Damai,0,0,,,,0,0
3-L08,3,G00706,05:24:09,05:24:19,Damai,0,0,,,,0,0
3-L08,4,G00132,05:25:53,05:26:03,Damai,0,0,,,,0,0
3-L08,5,G00142,05:32:11,05:32:21,Damai,,,,,,0,0
3-L08,6,G00146,05:58:46,05:58:56,Monumen Nasional,,,,,,0,0
3-L08,7,G00138,06:04:57,06:05:07,Monumen Nasional,0,0,,,,0,0
3-L08,8,G00708,06:06:48,06:06:58,Monumen Nasional,0,0,,,,0,0
3-L08,9,G00131,06:10:35,06:10:45,Monumen Nasional,0,0,,,,0,0
3-L08,10,G00163,06:23:37,06:23:47,Monumen Nasional,0,0,,,,0,0
3-L08,11,G00750,06:34:27,06:34:37,Monumen Nasional,,,,,,0,0
3-P06,0,G00118,05:00:00,05:00:10,Kalideres,,,,,,0,0
3-P06,1,G00122,05:01:39,05:01:49,Kalideres,,,,,,0,0
3-P06,2,G00166,05:07:59,05:08:09,Kalideres,0,0,,,,0,0
3-P06,3,G00128,05:21:02,05:21:12,Kalideres,0,0,,,,0,0
3-P06,4,G00706,05:24:51,05:25:01,Kalideres,0,0,,,,0,0
3-P06,5,G00132,05:26:35,05:26:45,Kalideres,0,0,,,,0,0
3-P06,6,G00142,05:32:53,05:33:03,Kalideres,,,,,,0,0
3-P06,7,G00148,05:43:19,05:43:29,Kalideres,0,0,,,,0,0
3-P06,8,G00151,05:47:52,05:48:02,Kalideres,0,0,,,,0,0
3-P06,9,G00153,05:53:51,05:54:01,Kalideres,0,0,,,,0,0
3-P06,10,G00702,05:57:59,05:58:09,Kalideres,0,0,,,,0,0
3-P06,11,G00154,06:00:18,06:00:28,Kalideres,0,0,,,,0,0
3-P06,12,G00156,06:04:02,06:04:12,Kalideres,0,0,,,,0,0
3-P06,13,G00159,06:06:26,06:06:36,Kalideres,0,0,,,,0,0
3-P06,14,G00161,06:12:17,06:12:27,Kalideres,0,0,,,,0,0
3-R05,0,G00161,05:00:00,05:00:10,Monas via Veteran,0,0,,,,0,0
3-R05,1,G00158,05:06:02,05:06:12,Monas via Veteran,0,0,,,,0,0
3-R05,2,G00157,05:08:29,05:08:39,Monas via Veteran,0,0,,,,0,0
3-R05,3,G00155,05:12:15,05:12:25,Monas via Veteran,0,0,,,,0,0
3-R05,4,G00703,05:14:34,05:14:44,Monas via Veteran,0,0,,,,0,0
3-R05,5,G00152,05:18:42,05:18:52,Monas via Veteran,0,0,,,,0,0
3-R05,6,G00150,05:24:41,05:24:51,Monas via Veteran,0,0,,,,0,0
3-R05,7,G00149,05:29:17,05:29:27,Monas via Veteran,0,0,,,,0,0
3-R05,8,G00146,05:39:39,05:39:49,Monas via Veteran,,,,,,0,0
3-R05,9,G00138,05:45:55,05:46:05,Monas via Veteran,0,0,,,,0,0
3-R05,10,G00708,05:47:46,05:47:56,Monas via Veteran,0,0,,,,0,0
3-R05,11,G00131,05:51:32,05:51:42,Monas via Veteran,0,0,,,,0,0
3-R05,12,G00163,06:04:37,06:04:47,Monas via Veteran,0,0,,,,0,0
3-R05,13,G00750,06:15:26,06:15:36,Monas via Veteran,,,,,,0,0
