trip_id,stop_sequence,stop_id,arrival_time,departure_time,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint,ticketing_type
10A-L02,0,B03282P,05:00:00,05:00:10,Tanjung Priok,0,0,,,,,0
10A-L02,1,B03283P,05:03:01,05:03:11,Tanjung Priok,0,0,,,,,0
10A-L02,2,B05078P,05:04:48,05:04:58,Tanjung Priok,0,0,,,,,0
10A-L02,3,B06039P,05:07:51,05:08:01,Tanjung Priok,0,0,,,,,0
10A-L02,4,B00136P,05:08:46,05:08:56,Tanjung Priok,0,0,,,,,0
10A-L02,5,B06790P,05:09:32,05:09:42,Tanjung Priok,,,,,,0,0
10A-L02,6,B05158P,05:10:05,05:10:15,Tanjung Priok,,,,,,0,0
10A-L02,7,B05038P,05:16:10,05:16:20,Tanjung Priok,,,,,,0,0
10A-L02,8,B01855P,05:18:29,05:18:39,Tanjung Priok,,,,,,0,0
10A-L02,9,B07449P,05:22:29,05:22:39,Tanjung Priok,0,0,,,,,0
10A-L02,10,B06245P,05:24:30,05:24:40,Tanjung Priok,,,,,,0,0
10A-L02,11,B06246P,05:26:40,05:26:50,Tanjung Priok,,,,,,0,0
10A-L02,12,B01858P,05:28:47,05:28:57,Tanjung Priok,0,0,,,,,0
10A-L02,13,B06234P,05:31:06,05:31:16,Tanjung Priok,,,,,,0,0
10A-L02,14,B06235P,05:33:21,05:33:31,Tanjung Priok,,,,,,0,0
10A-L02,15,B06162P,05:34:35,05:34:45,Tanjung Priok,,,,,,0,0
10A-L02,16,B06163P,05:35:17,05:35:27,Tanjung Priok,,,,,,0,0
10A-L02,17,B06257P,05:37:01,05:37:11,Tanjung Priok,,,,,,0,0
10A-L02,18,B06164P,05:38:14,05:38:24,Tanjung Priok,,,,,,0,0
10A-L02,19,B06258P,05:41:04,05:41:14,Tanjung Priok,,,,,,0,0
10A-L02,20,B06165P,05:41:54,05:42:04,Tanjung Priok,,,,,,0,0
10A-L02,21,B04964P,05:42:29,05:42:39,Tanjung Priok,,,,,,0,0
10A-L02,22,B02761P,05:43:55,05:44:05,Tanjung Priok,,,,,,0,0
10A-L02,23,B02253P,05:46:20,05:46:30,Tanjung Priok,,,,,,0,0
10A-L02,24,B03211P,05:47:05,05:47:15,Tanjung Priok,,,,,,0,0
10A-L02,25,B01325P,05:47:30,05:47:40,Tanjung Priok,,,,,,0,0
10A-L02,26,B01324P,05:48:51,05:49:01,Tanjung Priok,,,,,,0,0
10A-L02,27,B01327P,05:49:48,05:49:58,Tanjung Priok,,,,,,0,0
10A-L02,28,B01326P,05:50:15,05:50:25,Tanjung Priok,,,,,,0,0
10A-L02,29,B00338P,05:52:43,05:52:53,Tanjung Priok,0,0,,,,,0
10A-L02,30,B02949P,05:54:27,05:54:37,Tanjung Priok,,,,,,0,0
10A-L02,31,B01056P,05:55:43,05:55:53,Tanjung Priok,,,,,,0,0
10A-L02,32,B02993P,05:57:37,05:57:47,Tanjung Priok,,,,,,0,0
10A-L02,33,B05728P,05:59:18,05:59:28,Tanjung Priok,0,0,,,,,0
10A-L02,34,B03236P,06:01:32,06:01:42,Rusun Marunda,,,,,,0,0
10A-L02,35,B04231P,06:03:57,06:04:07,Rusun Marunda,,,,,,0,0
10A-L02,36,B00339P,06:05:42,06:05:52,Rusun Marunda,,,,,,0,0
10A-L02,37,B02953P,06:08:45,06:08:55,Rusun Marunda,,,,,,0,0
10A-L02,38,B00717P,06:10:55,06:11:05,Rusun Marunda,,,,,,0,0
10A-L02,39,B06160P,06:11:57,06:12:07,Rusun Marunda,,,,,,0,0
10A-L02,40,B06237P,06:14:24,06:14:34,Rusun Marunda,,,,,,0,0
10A-L02,41,B06238P,06:16:37,06:16:47,Rusun Marunda,,,,,,0,0
10A-L02,42,B06240P,06:21:24,06:21:34,Rusun Marunda,,,,,,0,0
10A-L02,43,B06161P,06:22:55,06:23:05,Rusun Marunda,,,,,,0,0
10A-L02,44,B06199P,06:24:09,06:24:19,Rusun Marunda,,,,,,0,0
10A-L02,45,B06200P,06:25:52,06:26:02,Rusun Marunda,,,,,,0,0
10A-L02,46,B02170P,06:28:28,06:28:38,Rusun Marunda,,,,,,0,0
10A-L02,47,B06248P,06:30:38,06:30:48,Rusun Marunda,,,,,,0,0
10A-L02,48,B06249P,06:32:48,06:32:58,Rusun Marunda,,,,,,0,0
10A-L02,49,B06250P,06:34:04,06:34:14,Rusun Marunda,,,,,,0,0
10A-L02,50,B07450P,06:35:03,06:35:13,Rusun Marunda,,,,,,0,0
10A-L02,51,B01854P,06:39:06,06:39:16,Rusun Marunda,,,,,,0,0
10A-L02,52,B05039P,06:41:27,06:41:37,Rusun Marunda,,,,,,0,0
10A-L02,53,B04697P,06:47:29,06:47:39,Rusun Marunda,,,,,,0,0
10A-L02,54,B06789P,06:48:02,06:48:12,Rusun Marunda,,,,,,0,0
10A-L02,55,B00137P,06:48:50,06:49:00,Rusun Marunda,,,,,,0,0
10A-L02,56,B05530P,06:49:53,06:50:03,Rusun Marunda,,,,,,0,0
10A-L02,57,B03265P,06:52:48,06:52:58,Rusun Marunda,,,,,,0,0
10A-L02,58,B03284P,06:54:31,06:54:41,Rusun Marunda,,,,,,0,0
10A-L02,59,B03282P,06:55:18,06:55:28,Rusun Marunda,,,,,,0,0
10A-R01,0,B03282P,05:00:00,05:00:10,Tanjung Priok,0,0,,,,,0
10A-R01,1,B03283P,05:03:00,05:03:10,Tanjung Priok,0,0,,,,,0
10A-R01,2,B05078P,05:04:47,05:04:57,Tanjung Priok,0,0,,,,,0
10A-R01,3,B06039P,05:07:50,05:08:00,Tanjung Priok,0,0,,,,,0
10A-R01,4,B00136P,05:08:45,05:08:55,Tanjung Priok,0,0,,,,,0
10A-R01,5,B06789P,05:09:32,05:09:42,Tanjung Priok,,,,,,0,0
10A-R01,6,B05158P,05:10:04,05:10:14,Tanjung Priok,,,,,,0,0
10A-R01,7,B05038P,05:16:09,05:16:19,Tanjung Priok,,,,,,0,0
10A-R01,8,B01855P,05:18:28,05:18:38,Tanjung Priok,,,,,,0,0
10A-R01,9,B07449P,05:22:28,05:22:38,Tanjung Priok,0,0,,,,,0
10A-R01,10,B06245P,05:24:29,05:24:39,Tanjung Priok,,,,,,0,0
10A-R01,11,B06246P,05:26:39,05:26:49,Tanjung Priok,,,,,,0,0
10A-R01,12,B01858P,05:28:46,05:28:56,Tanjung Priok,0,0,,,,,0
10A-R01,13,B06234P,05:31:05,05:31:15,Tanjung Priok,,,,,,0,0
10A-R01,14,B06235P,05:33:20,05:33:30,Tanjung Priok,,,,,,0,0
10A-R01,15,B06162P,05:34:34,05:34:44,Tanjung Priok,,,,,,0,0
10A-R01,16,B06163P,05:35:16,05:35:26,Tanjung Priok,,,,,,0,0
10A-R01,17,B06257P,05:37:00,05:37:10,Tanjung Priok,,,,,,0,0
10A-R01,18,B06164P,05:38:13,05:38:23,Tanjung Priok,,,,,,0,0
10A-R01,19,B06258P,05:41:03,05:41:13,Tanjung Priok,,,,,,0,0
10A-R01,20,B06165P,05:41:53,05:42:03,Tanjung Priok,,,,,,0,0
10A-R01,21,B04964P,05:42:28,05:42:38,Tanjung Priok,,,,,,0,0
10A-R01,22,B02761P,05:43:54,05:44:04,Tanjung Priok,,,,,,0,0
10A-R01,23,B02253P,05:46:19,05:46:29,Tanjung Priok,,,,,,0,0
10A-R01,24,B03211P,05:47:04,05:47:14,Tanjung Priok,,,,,,0,0
10A-R01,25,B01325P,05:47:29,05:47:39,Tanjung Priok,,,,,,0,0
10A-R01,26,B01324P,05:48:50,05:49:00,Tanjung Priok,,,,,,0,0
10A-R01,27,B01327P,05:49:47,05:49:57,Tanjung Priok,,,,,,0,0
10A-R01,28,B01326P,05:50:14,05:50:24,Tanjung Priok,,,,,,0,0
10A-R01,29,B00338P,05:52:42,05:52:52,Tanjung Priok,0,0,,,,,0
10A-R01,30,B02949P,05:54:26,05:54:36,Tanjung Priok,,,,,,0,0
10A-R01,31,B01056P,05:55:42,05:55:52,Tanjung Priok,,,,,,0,0
10A-R01,32,B02993P,05:57:36,05:57:46,Tanjung Priok,,,,,,0,0
10A-R01,33,B05728P,05:59:17,05:59:27,Tanjung Priok,0,0,,,,,0
10B-L01,0,B03270P,05:00:00,05:00:10,Halim,0,0,,,,0,0
10B-L01,1,B05785P,05:02:10,05:02:20,Halim,0,0,,,,0,0
10B-L01,2,B05536P,05:03:36,05:03:46,Halim,0,0,,,,0,0
10B-L01,3,B02723P,05:07:56,05:08:06,Halim,0,0,,,,0,0
10B-L01,4,B06573P,05:11:58,05:12:08,Halim,0,0,,,,0,0
10B-L01,5,B00264P,05:13:13,05:13:23,Halim,0,0,,,,0,0
10B-L01,6,B00265P,05:17:07,05:17:17,Rusun Cipinang Besar Selatan,0,0,,,,0,0
10B-L01,7,B05535P,05:18:10,05:18:20,Rusun Cipinang Besar Selatan,0,0,,,,0,0
10B-L01,8,B05784P,05:19:43,05:19:53,Rusun Cipinang Besar Selatan,0,0,,,,0,0
10B-L01,9,B03270P,05:22:44,05:22:54,Rusun Cipinang Besar Selatan,0,0,,,,0,0
10B-R01,0,B03270P,05:00:00,05:00:10,Halim,0,0,,,,,0
10B-R01,1,B05785P,05:02:10,05:02:20,Halim,0,0,,,,,0
10B-R01,2,B05536P,05:03:36,05:03:46,Halim,0,0,,,,,0
10B-R01,3,B02723P,05:07:55,05:08:05,Halim,0,0,,,,,0
10B-R02,0,B02723P,05:00:00,05:00:10,Rusun Cipinang Besar Selatan,0,0,,,,,0
10B-R02,1,B06573P,05:04:02,05:04:12,Rusun Cipinang Besar Selatan,0,0,,,,,0
10B-R02,2,B00264P,05:05:18,05:05:28,Rusun Cipinang Besar Selatan,0,0,,,,,0
10B-R02,3,B00265P,05:09:15,05:09:25,Rusun Cipinang Besar Selatan,0,0,,,,,0
10B-R02,4,B05535P,05:10:17,05:10:27,Rusun Cipinang Besar Selatan,0,0,,,,,0
10B-R02,5,B05784P,05:11:50,05:12:00,Rusun Cipinang Besar Selatan,0,0,,,,,0
10B-R02,6,B03270P,05:13:49,05:13:59,Rusun Cipinang Besar Selatan,0,0,,,,,0
10C-L02,0,G00511,05:00:00,05:00:10,Pelabuhan Tanjung Priok,,,,,,0,0
10C-L02,1,B08476P,05:08:09,05:08:19,Pelabuhan Tanjung Priok,,,,,,0,0
10C-L02,2,B08477P,05:10:25,05:10:35,Pelabuhan Tanjung Priok,,,,,,0,0
10C-L02,3,P00289,05:14:26,05:14:36,Tanjung Priok,,,,,,0,0
10C-L02,4,B08478P,05:16:33,05:16:43,Tanjung Priok,,,,,,0,0
10C-L02,5,B08479P,05:18:12,05:18:22,Tanjung Priok,,,,,,0,0
10C-L02,6,B08480P,05:21:46,05:21:56,Tanjung Priok,,,,,,0,0
10C-L02,7,B08481P,05:28:10,05:28:20,Tanjung Priok,,,,,,0,0
10C-L02,8,B08482P,05:37:35,05:37:45,Tanjung Priok,,,,,,0,0
10C-L02,9,B08483P,05:46:42,05:46:52,Tanjung Priok,,,,,,0,0
10C-L02,10,G00511,05:52:40,05:52:50,Tanjung Priok,,,,,,0,0
10C-R03,0,P00289,05:00:00,05:00:10,Tanjung Priok,0,0,,,,0,0
10C-R03,1,B08478P,05:02:07,05:02:17,Tanjung Priok,,,,,,0,0
10C-R03,2,B08479P,05:03:46,05:03:56,Tanjung Priok,,,,,,0,0
10C-R03,3,B08480P,05:07:20,05:07:30,Tanjung Priok,,,,,,0,0
10C-R03,4,B08481P,05:13:45,05:13:55,Tanjung Priok,,,,,,0,0
10C-R03,5,B08482P,05:15:30,05:15:40,Tanjung Priok,,,,,,0,0
10C-R03,6,B08483P,05:18:28,05:18:38,Tanjung Priok,,,,,,0,0
10C-R03,7,G00511,05:24:26,05:24:36,Tanjung Priok,,,,,,0,0
10C-R04,0,G00511,05:00:00,05:00:10,Pelabuhan Tanjung Priok,,,,,,0,0
10C-R04,1,B08476P,05:08:09,05:08:19,Pelabuhan Tanjung Priok,,,,,,0,0
10C-R04,2,B08477P,05:10:25,05:10:35,Pelabuhan Tanjung Priok,,,,,,0,0
10C-R04,3,P00289,05:14:26,05:14:36,Pelabuhan Tanjung Priok,,,,,,0,0
10D-R01,0,G00755,05:00:00,05:00:10,Kampung Rambutan,,,,,,0,0
10D-R01,1,G00509,05:05:32,05:05:42,Kampung Rambutan,0,0,,,,0,0
10D-R01,2,G00503,05:08:18,05:08:28,Kampung Rambutan,0,0,,,,0,0
10D-R01,3,G00500,05:10:46,05:10:56,Kampung Rambutan,0,0,,,,0,0
10D-R01,4,G00497,05:15:52,05:16:02,Kampung Rambutan,0,0,,,,0,0
10D-R01,5,G00494,05:23:38,05:23:48,Kampung Rambutan,0,0,,,,0,0
10D-R01,6,G00489,05:34:49,05:34:59,Kampung Rambutan,0,0,,,,0,0
10D-R01,7,G00485,05:37:19,05:37:29,Kampung Rambutan,0,0,,,,0,0
10D-R01,8,G00479,05:42:00,05:42:10,Kampung Rambutan,0,0,,,,0,0
10D-R01,9,G00477,05:43:36,05:43:46,Kampung Rambutan,0,0,,,,0,0
10D-R01,10,G00473,05:49:09,05:49:19,Kampung Rambutan,0,0,,,,0,0
10D-R01,11,G00469,05:52:04,05:52:14,Kampung Rambutan,0,0,,,,0,0
10D-R01,12,G00465,05:54:42,05:54:52,Kampung Rambutan,0,0,,,,0,0
10D-R01,13,G00318,06:53:51,06:54:01,Kampung Rambutan,0,0,,,,0,0
10D-R01,14,G00316,06:58:35,06:58:45,Kampung Rambutan,0,0,,,,0,0
10D-R01,15,G00314,07:01:25,07:01:35,Kampung Rambutan,0,0,,,,0,0
10D-R01,16,G00313,07:05:59,07:06:09,Kampung Rambutan,0,0,,,,0,0
10D-R01,17,G00308,07:20:09,07:20:19,Kampung Rambutan,0,0,,,,0,0
10D-R02,0,G00308,05:00:00,05:00:10,Tanjung Priok,0,0,,,,0,0
10D-R02,1,G00312,05:05:21,05:05:31,Tanjung Priok,0,0,,,,0,0
10D-R02,2,G00315,05:10:10,05:10:20,Tanjung Priok,0,0,,,,0,0
10D-R02,3,G00317,05:13:24,05:13:34,Tanjung Priok,0,0,,,,0,0
10D-R02,4,G00319,05:18:06,05:18:16,Tanjung Priok,0,0,,,,0,0
10D-R02,5,G00463,06:14:43,06:14:53,Tanjung Priok,0,0,,,,0,0
10D-R02,6,G00467,06:17:21,06:17:31,Tanjung Priok,0,0,,,,0,0
10D-R02,7,G00471,06:20:16,06:20:26,Tanjung Priok,0,0,,,,0,0
10D-R02,8,G00475,06:25:49,06:25:59,Tanjung Priok,0,0,,,,0,0
10D-R02,9,G00481,06:27:26,06:27:36,Tanjung Priok,0,0,,,,0,0
10D-R02,10,G00483,06:32:08,06:32:18,Tanjung Priok,0,0,,,,0,0
10D-R02,11,G00487,06:34:38,06:34:48,Tanjung Priok,0,0,,,,0,0
10D-R02,12,G00492,06:45:45,06:45:55,Tanjung Priok,0,0,,,,0,0
10D-R02,13,G00496,06:53:34,06:53:44,Tanjung Priok,0,0,,,,0,0
10D-R02,14,G00499,06:58:42,06:58:52,Tanjung Priok,0,0,,,,0,0
10D-R02,15,G00505,07:01:16,07:01:26,Tanjung Priok,0,0,,,,0,0
10D-R02,16,G00507,07:03:49,07:03:59,Tanjung Priok,0,0,,,,0,0
10D-R02,17,G00755,07:11:14,07:11:24,Tanjung Priok,,,,,,0,0
10H-L04,0,G00511,05:00:00,05:00:10,Bundaran Senayan,0,0,,,,0,0
10H-L04,1,G00240,05:31:44,05:31:54,Bundaran Senayan,0,0,,,,0,0
10H-L04,2,G00238,05:33:32,05:33:42,Bundaran Senayan,0,0,,,,0,0
10H-L04,3,G00236,05:38:54,05:39:04,Bundaran Senayan,0,0,,,,0,0
10H-L04,4,G00234,05:47:16,05:47:26,Bundaran Senayan,0,0,,,,0,0
10H-L04,5,G00120,05:54:51,05:55:01,Bundaran Senayan,0,0,,,,0,0
10H-L04,6,G00122,05:56:24,05:56:34,Bundaran Senayan,0,0,,,,0,0
10H-L04,7,G00166,06:02:43,06:02:53,Bundaran Senayan,0,0,,,,0,0
10H-L04,8,G00400,06:06:26,06:06:36,Bundaran Senayan,0,0,,,,0,0
10H-L04,9,G00398,06:12:25,06:12:35,Bundaran Senayan,0,0,,,,0,0
10H-L04,10,G00437,06:18:01,06:18:11,Bundaran Senayan,0,0,,,,0,0
10H-L04,11,G00434,06:20:34,06:20:44,Bundaran Senayan,0,0,,,,0,0
10H-L04,12,G00723,06:27:09,06:27:19,Bundaran Senayan,,,,,,0,0
10H-L04,13,G00080,06:35:12,06:35:22,Bundaran Senayan,0,0,,,,0,0
10H-L04,14,G00014,06:44:27,06:44:37,Bundaran Senayan,0,0,,,,0,0
10H-L04,15,G00694,06:47:43,06:47:53,Bundaran Senayan,0,0,,,,0,0
10H-L04,16,G00695,06:50:22,06:50:32,Bundaran Senayan,0,0,,,,0,0
10H-L04,17,G00015,06:53:38,06:53:48,Bundaran Senayan,0,0,,,,0,0
10H-L04,18,G00077,07:00:43,07:00:53,Tanjung Priok,0,0,,,,0,0
10H-L04,19,G00725,07:08:26,07:08:36,Tanjung Priok,,,,,,0,0
10H-L04,20,G00433,07:15:10,07:15:20,Tanjung Priok,0,0,,,,0,0
10H-L04,21,G00436,07:18:06,07:18:16,Tanjung Priok,0,0,,,,0,0
10H-L04,22,G00397,07:23:41,07:23:51,Tanjung Priok,0,0,,,,0,0
10H-L04,23,G00399,07:29:42,07:29:52,Tanjung Priok,0,0,,,,0,0
10H-L04,24,G00163,07:33:25,07:33:35,Tanjung Priok,0,0,,,,0,0
10H-L04,25,G00121,07:39:53,07:40:03,Tanjung Priok,0,0,,,,0,0
10H-L04,26,G00117,07:41:27,07:41:37,Tanjung Priok,,,,,,0,0
10H-L04,27,G00233,07:46:45,07:46:55,Tanjung Priok,0,0,,,,0,0
10H-L04,28,G00235,07:55:08,07:55:18,Tanjung Priok,0,0,,,,0,0
10H-L04,29,G00237,08:00:29,08:00:39,Tanjung Priok,0,0,,,,0,0
10H-L04,30,G00239,08:02:17,08:02:27,Tanjung Priok,0,0,,,,0,0
10H-L04,31,G00511,08:33:54,08:34:04,Tanjung Priok,0,0,,,,0,0
10H-L05,0,G00511,05:00:00,05:00:10,Petamburan,0,0,,,,0,0
10H-L05,1,G00240,05:31:44,05:31:54,Petamburan,0,0,,,,0,0
10H-L05,2,G00238,05:33:32,05:33:42,Petamburan,0,0,,,,0,0
10H-L05,3,G00236,05:38:54,05:39:04,Petamburan,0,0,,,,0,0
10H-L05,4,G00234,05:47:16,05:47:26,Petamburan,0,0,,,,0,0
10H-L05,5,G00120,05:54:51,05:55:01,Petamburan,0,0,,,,0,0
10H-L05,6,G00122,05:56:24,05:56:34,Petamburan,0,0,,,,0,0
10H-L05,7,G00166,06:02:43,06:02:53,Petamburan,0,0,,,,0,0
10H-L05,8,G00400,06:06:26,06:06:36,Petamburan,0,0,,,,0,0
10H-L05,9,G00398,06:12:25,06:12:35,Petamburan,0,0,,,,0,0
10H-L05,10,G00437,06:18:01,06:18:11,Petamburan,0,0,,,,0,0
10H-L05,11,G00434,06:20:34,06:20:44,Petamburan,0,0,,,,0,0
10H-L05,12,G00723,06:27:09,06:27:19,Petamburan,,,,,,0,0
10H-L05,13,G00725,06:32:11,06:32:21,Petamburan,,,,,,0,0
10H-L05,14,G00433,06:38:55,06:39:05,Petamburan,0,0,,,,0,0
10H-L05,15,G00436,06:41:51,06:42:01,Tanjung Priok,0,0,,,,0,0
10H-L05,16,G00397,06:47:26,06:47:36,Tanjung Priok,0,0,,,,0,0
10H-L05,17,G00399,06:53:27,06:53:37,Tanjung Priok,0,0,,,,0,0
10H-L05,18,G00163,06:57:10,06:57:20,Tanjung Priok,0,0,,,,0,0
10H-L05,19,G00121,07:03:38,07:03:48,Tanjung Priok,0,0,,,,0,0
10H-L05,20,G00117,07:05:12,07:05:22,Tanjung Priok,,,,,,0,0
10H-L05,21,G00233,07:10:30,07:10:40,Tanjung Priok,0,0,,,,0,0
10H-L05,22,G00235,07:18:53,07:19:03,Tanjung Priok,0,0,,,,0,0
10H-L05,23,G00237,07:24:14,07:24:24,Tanjung Priok,0,0,,,,0,0
10H-L05,24,G00239,07:26:02,07:26:12,Tanjung Priok,0,0,,,,0,0
10H-L05,25,G00511,07:57:39,07:57:49,Tanjung Priok,0,0,,,,0,0
10H-R07,0,G00511,05:00:00,05:00:10,Bundaran Senayan,0,0,,,,0,0
10H-R07,1,G00240,05:31:44,05:31:54,Bundaran Senayan,0,0,,,,0,0
10H-R07,2,G00238,05:33:33,05:33:43,Bundaran Senayan,0,0,,,,0,0
10H-R07,3,G00236,05:38:55,05:39:05,Bundaran Senayan,0,0,,,,0,0
10H-R07,4,G00234,05:47:17,05:47:27,Bundaran Senayan,0,0,,,,0,0
10H-R07,5,G00120,05:54:52,05:55:02,Bundaran Senayan,0,0,,,,0,0
10H-R07,6,G00122,05:56:25,05:56:35,Bundaran Senayan,0,0,,,,0,0
10H-R07,7,G00166,06:02:44,06:02:54,Bundaran Senayan,0,0,,,,0,0
10H-R07,8,G00400,06:06:27,06:06:37,Bundaran Senayan,0,0,,,,0,0
10H-R07,9,G00398,06:12:26,06:12:36,Bundaran Senayan,0,0,,,,0,0
10H-R07,10,G00437,06:18:02,06:18:12,Bundaran Senayan,0,0,,,,0,0
10H-R07,11,G00434,06:20:33,06:20:43,Bundaran Senayan,0,0,,,,0,0
10H-R07,12,G00723,06:27:10,06:27:20,Bundaran Senayan,0,0,,,,0,0
10H-R07,13,G00080,06:35:13,06:35:23,Bundaran Senayan,0,0,,,,0,0
10H-R07,14,G00014,06:44:28,06:44:38,Bundaran Senayan,0,0,,,,0,0
10H-R07,15,G00694,06:47:44,06:47:54,Bundaran Senayan,0,0,,,,0,0
10H-R09,0,G00695,05:00:00,05:00:10,Tanjung Priok,0,0,,,,0,0
10H-R09,1,G00015,05:03:18,05:03:28,Tanjung Priok,0,0,,,,0,0
10H-R09,2,G00077,05:10:22,05:10:32,Tanjung Priok,0,0,,,,0,0
10H-R09,3,G00725,05:18:05,05:18:15,Tanjung Priok,0,0,,,,0,0
10H-R09,4,G00433,05:24:47,05:24:57,Tanjung Priok,0,0,,,,0,0
10H-R09,5,G00436,05:27:45,05:27:55,Tanjung Priok,0,0,,,,0,0
10H-R09,6,G00397,05:33:30,05:33:40,Tanjung Priok,0,0,,,,0,0
10H-R09,7,G00399,05:39:31,05:39:41,Tanjung Priok,0,0,,,,0,0
10H-R09,8,G00163,05:43:14,05:43:24,Tanjung Priok,0,0,,,,0,0
10H-R09,9,G00121,05:49:42,05:49:52,Tanjung Priok,0,0,,,,0,0
10H-R09,10,G00117,05:51:15,05:51:25,Tanjung Priok,,,,,,0,0
10H-R09,11,G00233,05:56:33,05:56:43,Tanjung Priok,0,0,,,,0,0
10H-R09,12,G00235,06:04:57,06:05:07,Tanjung Priok,0,0,,,,0,0
10H-R09,13,G00237,06:10:18,06:10:28,Tanjung Priok,0,0,,,,0,0
10H-R09,14,G00239,06:12:06,06:12:16,Tanjung Priok,0,0,,,,0,0
10H-R09,15,G00511,06:43:37,06:43:47,Tanjung Priok,0,0,,,,0,0
10-P21,0,G00511,05:00:00,05:00:10,Halim,0,0,,,,0,0
10-P21,1,G00509,05:05:26,05:05:36,Halim,0,0,,,,0,0
10-P21,2,G00503,05:08:11,05:08:21,Halim,0,0,,,,0,0
10-P21,3,G00500,05:10:39,05:10:49,Halim,0,0,,,,0,0
10-P21,4,G00497,05:15:45,05:15:55,Halim,0,0,,,,0,0
10-P21,5,G00494,05:23:32,05:23:42,Halim,0,0,,,,0,0
10-P21,6,G00489,05:34:41,05:34:51,Halim,0,0,,,,0,0
10-P21,7,G00485,05:37:11,05:37:21,Halim,0,0,,,,0,0
10-P21,8,G00479,05:41:52,05:42:02,Halim,0,0,,,,0,0
10-P21,9,G00477,05:43:28,05:43:38,Halim,0,0,,,,0,0
10-P21,10,G00473,05:49:01,05:49:11,Halim,0,0,,,,0,0
10-P21,11,G00469,05:51:56,05:52:06,Halim,0,0,,,,0,0
10-P21,12,G00465,05:54:34,05:54:44,Halim,0,0,,,,0,0
10-P21,13,G00460,05:58:53,05:59:03,Halim,0,0,,,,0,0
10-P21,14,G00459,06:04:12,06:04:22,Halim,0,0,,,,0,0
10-P21,15,G00456,06:06:44,06:06:54,Halim,0,0,,,,0,0
10-P21,16,G00455,06:12:53,06:13:03,Halim,0,0,,,,0,0
10-P21,17,G00453,06:16:58,06:17:08,Halim,0,0,,,,0,0
10-P21,18,G00452,06:17:59,06:18:09,Tanjung Priok,,,,,,0,0
10-P21,19,G00454,06:22:03,06:22:13,Tanjung Priok,,,,,,0,0
10-P21,20,G00457,06:28:14,06:28:24,Tanjung Priok,,,,,,0,0
10-P21,21,G00458,06:30:49,06:30:59,Tanjung Priok,,,,,,0,0
10-P21,22,G00461,06:36:05,06:36:15,Tanjung Priok,,,,,,0,0
10-P21,23,G00463,06:40:25,06:40:35,Tanjung Priok,,,,,,0,0
10-P21,24,G00467,06:43:03,06:43:13,Tanjung Priok,,,,,,0,0
10-P21,25,G00471,06:45:58,06:46:08,Tanjung Priok,,,,,,0,0
10-P21,26,G00475,06:51:31,06:51:41,Tanjung Priok,,,,,,0,0
10-P21,27,G00481,06:53:07,06:53:17,Tanjung Priok,,,,,,0,0
10-P21,28,G00483,06:57:50,06:58:00,Tanjung Priok,,,,,,0,0
10-P21,29,G00487,07:00:21,07:00:31,Tanjung Priok,,,,,,0,0
10-P21,30,G00492,07:11:26,07:11:36,Tanjung Priok,,,,,,0,0
10-P21,31,G00496,07:19:14,07:19:24,Tanjung Priok,,,,,,0,0
10-P21,32,G00499,07:24:20,07:24:30,Tanjung Priok,,,,,,0,0
10-P21,33,G00505,07:26:54,07:27:04,Tanjung Priok,,,,,,0,0
10-P21,34,G00507,07:29:27,07:29:37,Tanjung Priok,,,,,,0,0
10-P21,35,G00511,07:36:55,07:37:05,Tanjung Priok,,,,,,0,0
10-P22,0,G00328,05:00:00,05:00:10,Sunter Kelapa Gading,0,0,,,,0,0
10-P22,1,G00329,05:05:09,05:05:19,Sunter Kelapa Gading,0,0,,,,0,0
10-P22,2,G00722,05:09:38,05:09:48,Sunter Kelapa Gading,,,,,,0,0
10-P22,3,G00448,05:12:49,05:12:59,Sunter Kelapa Gading,0,0,,,,0,0
10-P22,4,G00452,05:16:05,05:16:15,Sunter Kelapa Gading,0,0,,,,0,0
10-P22,5,G00454,05:20:09,05:20:19,Sunter Kelapa Gading,0,0,,,,0,0
10-P22,6,G00457,05:26:21,05:26:31,Sunter Kelapa Gading,0,0,,,,0,0
10-P22,7,G00458,05:28:56,05:29:06,Sunter Kelapa Gading,0,0,,,,0,0
10-P22,8,G00461,05:34:11,05:34:21,Sunter Kelapa Gading,0,0,,,,0,0
10-P22,9,G00463,05:38:32,05:38:42,Sunter Kelapa Gading,0,0,,,,0,0
10-P22,10,G00467,05:41:09,05:41:19,Sunter Kelapa Gading,0,0,,,,0,0
10-P22,11,G00471,05:44:04,05:44:14,Sunter Kelapa Gading,0,0,,,,0,0
10-P22,12,G00475,05:49:37,05:49:47,Sunter Kelapa Gading,0,0,,,,0,0
10-P22,13,G00481,05:51:13,05:51:23,Sunter Kelapa Gading,0,0,,,,0,0
10-P22,14,G00483,05:55:56,05:56:06,Sunter Kelapa Gading,0,0,,,,0,0
10-P22,15,G00487,05:58:27,05:58:37,Sunter Kelapa Gading,0,0,,,,0,0
10-P22,16,G00492,06:09:34,06:09:44,Sunter Kelapa Gading,0,0,,,,0,0
10-P22,17,G00494,06:11:01,06:11:11,PGC,,,,,,0,0
10-P22,18,G00489,06:22:13,06:22:23,PGC,,,,,,0,0
